Company,Address,Phone Number,Website
Nob Hill Apts,"9920 N Kendall DrMiami, FL 33176",(305) 279-9655,
Shamrock Rentals of South Florida,"11501 Lakeside DrDoral, FL 33178",(305) 477-3004,
Cc Enterprises,"6560 NW 114th AveDoral, FL 33178",(786) 615-6969,
Westbird Office Building,"11401 SW 40th StMiami, FL 33165",(305) 227-5100,
ALPHA REALTY SERVICES CORP,"11401 SW 40th St Ste 334Miami, FL 33165",(305) 227-4007,http://realtyinvestments.net
Global Learning and Education,"14040 SW 83rd CtPalmetto Bay, FL 33158",(786) 732-6963,
Aimco,"8337 SW 107th AveMiami, FL 33173",(305) 270-1414,https://www.aimco.com
Treetop Apartments,"8532 SW 107th AveMiami, FL 33173",(305) 274-5340,
PML Enterprises Inc,"11890 SW 8th StMiami, FL 33184",(305) 553-6063,
The Green Companies,"10643 N Kendall DrMiami, FL 33176",(305) 279-7904,
Iglesia Bautista Canaan,"11940 SW 8th StMiami, FL 33184",(305) 968-2412,http://iglesia-bautista-adonai.hub.biz
Atlas Small Business Finance Inc,"10689 N Kendall Dr Ste 317Miami, FL 33176",(305) 274-4391,https://atlassbf.com/credit-application
Service K and D South Florida,"10691 N Kendall Dr Ste 209Miami, FL 33176",(786) 615-3534,
Legacy At The Palms,"10771 N Kendall DrMiami, FL 33176",(833) 221-9710,http://palms.com
Wellington Manor,"10801 SW 88th StMiami, FL 33176",(305) 279-8905,http://www.wellingtonmanorapt.com/miami-fl-apartments.asp
Wellington Manor,"10825 SW 88th StMiami, FL 33176",(305) 279-1905,http://wellingtonmanorapt.com/miami-fl-apartments.asp
Wellington Manor,"10839 SW 88th StMiami, FL 33176",(305) 279-1964,http://wellingtonmanorapt.com/miami-fl-apartments.asp
International Club Apartments,"1900 SW 122nd AveMiami, FL 33175",(786) 369-4971,
Wellington Manor,"10875 SW 88th StMiami, FL 33176",(305) 595-6735,http://wellingtonmanorapt.com/miami-fl-apartments.asp
American Medical Plaza,"11880 SW 40th St Ste 207Miami, FL 33175",(305) 226-9669,
Vista Del Lago IV,"12249 SW 14th LnMiami, FL 33184",(305) 226-7541,
Harbour Key Apartments,"11033 N Kendall DrMiami, FL 33176",(305) 595-5758,https://www.legacyresidential.com/communities/legacyharbourkey
Southern Professional Center,"9950 SW 107th AveMiami, FL 33176",(305) 275-1072,
Sam-E-Nik Corp,"11217 N Kendall DrMiami, FL 33176",(347) 992-2123,
Lago Club Apartments,"12375 SW 18th StMiami, FL 33175",(305) 559-0707,https://lagoclubapartments.prospectportal.com
Kendall Oaks,"11110 SW 88th StMiami, FL 33176",(305) 274-2272,http://apartmentlist.com/fl/kendall
Sherwood West Apartments,"11161 N Kendall DrMiami, FL 33176",(305) 274-3017,http://www.sherwoodwestapartments.com
Palmetto Bay Village Center,"17777 Old Cutler RdMiami, FL 33157",(305) 971-4911,http://www.palmettobayvillagecenter.com
"De Sol Property Management, Inc.","7990 SW 117th Ave Ste 206Miami, FL 33183",(786) 347-2758,
1411.Harbour Key Apartments,"11033 N Kendall DrMiami, FL",tel:3055955758,https://www.legacyresidential.com/communities/legacyharbourkey
1412.Southern Professional Center,"9950 SW 107th AveMiami, FL",tel:3052751072,
1413.Sam-E-Nik Corp,"11217 N Kendall DrMiami, FL",tel:3479922123,
1414.Kendall Oaks,"11110 SW 88th StMiami, FL",tel:3052742272,http://apartmentlist.com/fl/kendall
1415.Palmetto Bay Village Center,"17777 Old Cutler RdMiami, FL",tel:3059714911,http://www.palmettobayvillagecenter.com
1416.Billar El Caribeno,"12812 SW 8th StMiami, FL",tel:7864202874,
1417.Globalex Corp,"18001 Old Cutler RdPalmetto Bay, FL",tel:3052528297,
1418.Ciocca Contracting Inc,"12781 SW 42nd StMiami, FL",tel:7863324312,
1419.Gardens of Kendall South,"10805 SW 112th AveMiami, FL",tel:3055963829,
1420.Joaquin Rodriguez,"4155 SW 130th AveMiami, FL",tel:3055518485,
1421.College Park II,"11720 SW 104th StMiami, FL",tel:3052708880,
1422.Kenland Bend North Elevator,"8800 SW 123rd CtMiami, FL",tel:3052794253,
1423.Image Pro Managemenrt,"13790 SW 8th StMiami, FL",tel:7862547507,
1424.Elite Property Advisors,"2450 SW 137th AveMiami, FL",tel:3052284007,
1425.Verity Partners Inc,"12640 SW 88th StMiami, FL",tel:7865182928,
1426.Kenland Corp,"9040 SW 125th AveMiami, FL",tel:3052741057,
1427.Rentals Shamrock Of Sfla,"12605 SW 91st StMiami, FL",tel:3056302537,
1428.Office at Miller Park Assoc,"5600 SW 135th AveMiami, FL",tel:3057524467,
1429.Winston Club House,"8100 SW 132nd AveMiami, FL",tel:3053862783,http://winstonparkmiami.com
1430.Michelle Nunez,"5103 SW 137th CtMiami, FL",tel:9543624138,
1431.Saga Bay,"19980 SW 78th PlCutler Bay, FL",tel:7867327303,http://sagabayhoa.com
1432.Tax Solutions for All,"7741 SW 135th AveMiami, FL",tel:7864092864,
1433.Herzion Apartments,"8700 SW 133rd Avenue RdMiami, FL",tel:3053876194,
1434.Gorga,"8420 SW 133rd Avenue RdMiami, FL",tel:3053835361,
1435.Horizons West Poa Inc,"8500 SW 133rd Avenue RdMiami, FL",tel:3053861523,
1436.Twenty Eighty Ocean Condominium,"2080 S Ocean DrHallandale Beach, FL",tel:9545892444,
1437.A. Present Realty Group,"720 S Federal HwyHallandale Beach, FL",tel:9544560009,
"1438.Advanced Property Sysstems,LLC","P O box 69Hallandale, FL",tel:9544047025,
1439.Chelsea Bayview Condominium,"1913 S Ocean DrHallandale Beach, FL",tel:9544564333,https://chelseabayviewcondo.com/password-reset
1440.Park Layne Tower Owners Association,"400 Golden Isles DrHallandale Beach, FL",tel:9544546289,
Lake Villa Apartments,"2450 S Park RdHallandale Beach, FL 33009",(954) 961-8900,http://www.mslrentals.com
Terrona Apartments,"713 NE 8th StHallandale Beach, FL 33009",(954) 458-2675,
Mesolight Corpo,"1939 Pembroke RdHollywood, FL 33020",(954) 399-8884,
Jcrealtor Service,"6053 Miramar PkwyMiramar, FL 33023",(954) 589-3833,http://jcrealtor.sef.fusionmls.com
Gael Auto Sales,"2223 Pembroke RdHollywood, FL 33020",(754) 210-3156,
Attache Garden Apartment Condominium Inc,"2710 S Ocean DrHollywood, FL 33019",(954) 362-8770,
Presidential Towers,"2501 S Ocean DrHollywood, FL 33019",(954) 924-4802,
Together Life Management,"6151 Miramar PkwyMiramar, FL 33023",(754) 400-8713,
Parkway Professional Building,"6151 Miramar PkwyMiramar, FL 33023",(954) 963-0165,
Taxitogo,"1623 S 21st AveHollywood, FL 33020",(954) 505-7715,
Hollywood Kidz Care Inc,"1610 S 24th CtHollywood, FL 33020",(954) 404-9758,
Broward Hour Water Removal Service,"3140 W Pembroke RdHallandale Beach, FL 33009",(954) 391-7187,
Garden Terrace Apartment 10,"1818 Rodman StHollywood, FL 33020",(954) 922-0628,
P F Development,"1205 S 21st AveHollywood, FL 33020",(954) 842-2999,https://pf-development.com
Empire Rentals & Sales Inc,"900 S Federal HwyHollywood, FL 33020",(954) 399-8346,
An & Lu Enterprises,"5936 Pembroke RdWest Park, FL 33023",(954) 967-0017,https://www.floridabusinesslist.com/page/256871-an--lu-enterprises-inc
Park Colony Apartments,"812 S Park RdHollywood, FL 33021",(954) 963-6868,
La Roue Enterprises,"401 S 21st AveHollywood, FL 33020",(754) 217-3549,
Beachfrontinternational Realty,"2005 Van Buren StHollywood, FL 33020",(954) 600-0605,
Pirita Investments,"2918 Jackson St Apt 3Hollywood, FL 33020",(954) 251-1428,
Willowbrooks Apartments,"1860 SW 68th AveMiramar, FL 33023",(954) 963-3058,
Hollywood Station,"2100 Van Buren StHollywood, FL 33020",(954) 929-6620,
Oasis Insurance Center,"1926 Hollywood Blvd Ste 101Hollywood, FL 33020",(954) 923-7334,http://www.oasisinsurancecenter.com
L & L Realty Group,"140 S Dixie HwyHollywood, FL 33020",(954) 963-7878,https://leecruz.point2agent.com
Body L P Auto,"5626 Dewey StHollywood, FL 33023",(754) 263-3265,
Eliette Cents Store,"6663 Pembroke RdPembroke Pines, FL 33023",(754) 400-9510,
Palm Garden Apartments,"5500 Washington StHollywood, FL 33021",(954) 966-9965,
Willowbrook 2 Apartments,"1950 SW 69th AvePembroke Pines, FL 33023",(954) 986-0045,
Wynn Star Plus,"2128 Hollywood BlvdHollywood, FL 33020",(954) 391-7216,
Home Trust Realty,"2130 Hollywood BlvdHollywood, FL 33020",(954) 921-4441,
Body L P Auto,"5828 Dewey StHollywood, FL 33023",(754) 263-3265,
Real Property Management Asset Solutions,"2330 Hollywood BlvdHollywood, FL 33020",(954) 424-0226,http://www.assetsolutions.realpropertymgt.com
Dania Executive Offices,"2131 Hollywood BlvdHollywood, FL 33020",(954) 842-2506,http://greenexecutiveoffices.com
Kmgi Studio,"2632 Hollywood BlvdHollywood, FL 33020",(954) 367-7100,
Syraco,"2339-2341 Hollywood BlvdHollywood, FL 33020",(305) 357-8080,
Realtor Assc. Ivette Loaiza,"2419 Hollywood BlvdHollywood, FL 33020",(305) 244-6684,
Ensure Your Rent,"1946 Tyler StHollywood, FL 33020",(754) 210-5358,
Ocean Capital,"1939 Tyler StHollywood, FL 33020",(954) 842-3922,
Luna Of Hollywood,"3600 Van Buren St. Management OfficeHollywood, FL 33021",(954) 987-7200,
Susan Weaver Coral Shores Realty,"803 Tyler StHollywood, FL 33019",(954) 668-9056,
HBR Boardwalk Rentals,"201 N Ocean DrHollywood, FL 33019",(305) 877-0160,
Colony Club Resort,"1900 Taylor StHollywood, FL 33020",(954) 923-6273,
Islandbridge,"404 N 17th AveHollywood, FL 33020",(754) 263-2168,
Michael Aaron Hoffman,"4000 Hollywood BlvdHollywood, FL 33021",(754) 263-3708,http://www.mahlawyer.com
Sophia Derival,"2846 Fillmore StHollywood, FL 33020",(954) 362-4967,
Lomar Apartments,"125 N 46th AveHollywood, FL 33021",(954) 966-7600,http://lomar-apartments.hub.biz
Jd Future Enterprises,"450 N Park Rd Ste 405Hollywood, FL 33021",(954) 391-7699,
Bell Miramar Place,"11338 SW 45th PlMiramar, FL 33025",(754) 778-9722,https://www.bellmiramarplace.com
Luma at Miramar,"4400 SW 113th AveMiramar, FL 33025",(305) 474-4899,
Luma at Miramar,"11380 SW 43rd DrMiramar, FL 33025",(305) 628-5488,
Luma at Miramar,"11501 SW 44th StMiramar, FL 33025",(305) 624-9960,
Luma at Miramar,"11451 SW 43rd DrMiramar, FL 33025",(305) 620-1709,
P C & P C Enterprises Inc,"6911 SW 1st CtPembroke Pines, FL 33023",(954) 961-2622,
Ecopro Valet Trash,"331 N 65th TerHollywood, FL 33024",(954) 667-4650,
Salam Care Inc,"601 N 65th TerHollywood, FL 33024",(954) 450-1694,
Atlantico at Miramar,"12121 SW 43rd StMiramar, FL 33025",(305) 521-1677,https://www.atlanticomiramarfl.com
Villa Paraiso Vacation Rentals,"13359 SW 59th TerMiami, FL 33183",(305) 348-1396,https://paraisovacationrentals.com
Nancy Mirabal,"11829 SW 105th TerMiami, FL 33186",(305) 282-2144,http://floridavacationrents.com
Pepper Cove Apartments,"9300 SW 137th AveMiami, FL 33186",(305) 386-7684,
Gonzalo Cordoba PA,"11420 N Kendall Dr Ste 207Miami, FL 33176",(786) 402-5413,https://www.gonzalocordoba.com
1501.Charles Galan P.A. - Unlimited Homes,"PO Box 165938Miami, FL",tel:7869706775,
1502.Http://Www.Miamiflrealtors.Net/,"11430 N Kendall Dr Ste 33176Miami, FL",tel:7863684919,http://www.miamiflrealtors.net
1503.Cristina D. Martinez,"11430 N Kendall Dr Ste 300Miami, FL",tel:3055627300,http://fl.living.net/realtor/1083556
1504.Camelot Professional Realtors,"12102 SW 101st StMiami, FL",tel:3055960993,http://www.cprealtors.com
1505.Altis Grand Kendall,"9455 SW 137th AveMiami, FL",tel:7866488622,https://www.altisgrandkendall.com
"1506.Corporate Travel, Inc.","13820 SW 17th TerMiami, FL",tel:3055510099,
1507.Summer Vacations,"13434 SW 90th TerMiami, FL",tel:3054567663,
1508.Billar El Caribeno,"12812 SW 8th StMiami, FL",tel:7864202874,
1509.Globalex Corp,"18001 Old Cutler RdPalmetto Bay, FL",tel:3052528297,
1510.Ciocca Contracting Inc,"12781 SW 42nd StMiami, FL",tel:7863324312,
1511.Gardens of Kendall South,"10805 SW 112th AveMiami, FL",tel:3055963829,
1512.Joaquin Rodriguez,"4155 SW 130th AveMiami, FL",tel:3055518485,
1513.College Park II,"11720 SW 104th StMiami, FL",tel:3052708880,
1514.Kenland Bend North Elevator,"8800 SW 123rd CtMiami, FL",tel:3052794253,
1515.Image Pro Managemenrt,"13790 SW 8th StMiami, FL",tel:7862547507,
1516.Elite Property Advisors,"2450 SW 137th AveMiami, FL",tel:3052284007,
1517.Verity Partners Inc,"12640 SW 88th StMiami, FL",tel:7865182928,
1518.Kenland Corp,"9040 SW 125th AveMiami, FL",tel:3052741057,
1519.Rentals Shamrock Of Sfla,"12605 SW 91st StMiami, FL",tel:3056302537,
1520.Office at Miller Park Assoc,"5600 SW 135th AveMiami, FL",tel:3057524467,
1521.Winston Club House,"8100 SW 132nd AveMiami, FL",tel:3053862783,http://winstonparkmiami.com
1522.Michelle Nunez,"5103 SW 137th CtMiami, FL",tel:9543624138,
1523.Saga Bay,"19980 SW 78th PlCutler Bay, FL",tel:7867327303,http://sagabayhoa.com
1524.Tax Solutions for All,"7741 SW 135th AveMiami, FL",tel:7864092864,
1525.Herzion Apartments,"8700 SW 133rd Avenue RdMiami, FL",tel:3053876194,
1526.Gorga,"8420 SW 133rd Avenue RdMiami, FL",tel:3053835361,
1527.Horizons West Poa Inc,"8500 SW 133rd Avenue RdMiami, FL",tel:3053861523,
1528.Real Property Management Dade,"12934 SW 128th Court Rd Suite AMiami, FL",tel:8557763233,http://rpmdade.com
1529.Cohen Kendall Lakes,"13701 SW 88th St Ste 204Miami, FL",tel:3053860540,http://kendallpools.com
